Light Fuchsia Pink,#F984EF,305,0.47,0.98,
Light Goldenrod Yellow,#FAFAD2,60,0.16,0.98,
Light Gray,#D3D3D3,0,0,0.83,
Light Grayish Magenta,#CC99CC,300,0.25,0.8,
Light Green,#90EE90,120,0.39,0.93,
Light Hot Pink,#FFB3DE,326,0.3,1,
Light Khaki,#F0E68C,54,0.42,0.94,
Light Medium Orchid,#D39BCB,309,0.27,0.83,
Light Moss Green,#ADDFAD,120,0.22,0.87,
Light Orchid,#E6A8D7,315,0.27,0.9,
Light Pastel Purple,#B19CD9,261,0.28,0.85,
Light Pink,#FFB6C1,351,0.29,1,
Light Red Ochre,#E97451,14,0.65,0.91,
Light Salmon,#FFA07A,17,0.52,1,
Light Salmon Pink,#FF9999,0,0.4,1,
Light Sea Green,#20B2AA,177,0.82,0.7,
Light Sky Blue,#87CEFA,203,0.46,0.98,
Light Slate Gray,#778899,210,0.22,0.6,
Light Steel Blue,#B0C4DE,214,0.21,0.87,
Light Taupe,#B38B6D,26,0.39,0.7,
Light Thulian Pink,#E68FAC,340,0.38,0.9,
Light Yellow,#FFFFE0,60,0.12,1,
Lilac,#C8A2C8,300,0.19,0.78,
Lime (Color Wheel),#BFFF00,75,1,1,
Lime (Web) (X11 Green),#00FF00,120,1,1,
Lime Green,#32CD32,120,0.76,0.8,
Limerick,#9DC209,72,0.95,0.76,
Lincoln Green,#195905,106,0.94,0.35,
Linen,#FAF0E6,30,0.08,0.98,
Lion,#C19A6B,33,0.45,0.76,
Liseran Purple,#DE6FA1,333,0.5,0.87,
Little Boy Blue,#6CA0DC,212,0.51,0.86,
Liver,#674C47,9,0.31,0.4,
Liver (Dogs),#B86D29,29,0.78,0.72,
Liver (Organ),#6C2E1F,12,0.71,0.42,
Liver Chestnut,#987456,27,0.43,0.6,
Livid,#6699CC,210,0.5,0.8,
Lumber,#FFE4CD,28,0.2,1,
Lust,#E62020,0,0.86,0.9,
Macaroni And Cheese,#FFBD88,27,0.47,1,
Magenta,#FF00FF,300,1,1,
Magenta (Crayola),#FF55A3,332,0.67,1,
Magenta (Dye),#CA1F7B,328,0.85,0.79,
Magenta (Pantone),#D0417E,334,0.69,0.82,
Magenta (Process),#FF0090,326,1,1,
Magenta Haze,#9F4576,327,0.57,0.62,
Magenta-Pink,#CC338B,325,0.75,0.8,
Magic Mint,#AAF0D1,153,0.29,0.94,
Magnolia,#F8F4FF,262,0.04,1,
Mahogany,#C04000,20,1,0.75,
Maize,#FBEC5D,54,0.63,0.98,
Majorelle Blue,#6050DC,247,0.64,0.86,
Malachite,#0BDA51,140,0.95,0.85,
Manatee,#979AAA,231,0.11,0.67,
Mango Tango,#FF8243,20,0.74,1,
Mantis,#74C365,110,0.48,0.76,
Mardi Gras,#880085,301,1,0.53,
Marigold,#EAA221,39,0.85,0.91,
Maroon (Crayola),#C32148,346,0.83,0.76,
Maroon (HTML/CSS),#800000,0,1,0.5,
Maroon (X11),#B03060,338,0.73,0.69,
Mauve,#E0B0FF,276,0.31,1,
Mauve Taupe,#915F6D,343,0.34,0.57,
Mauvelous,#EF98AA,348,0.36,0.94,
May Green,#4C9141,112,0.55,0.57,
Maya Blue,#73C2FB,205,0.54,0.98,
Meat Brown,#E5B73B,44,0.74,0.9,
Medium Aquamarine,#66DDAA,154,0.54,0.87,
Medium Blue,#0000CD,240,1,0.8,
Medium Candy Apple Red,#E2062C,350,0.97,0.89,
Medium Carmine,#AF4035,5,0.7,0.69,
Medium Champagne,#F3E5AB,48,0.3,0.95,
Medium Electric Blue,#035096,209,0.98,0.59,
Medium Jungle Green,#1C352D,161,0.47,0.21,
Medium Lavender Magenta,#DDA0DD,300,0.28,0.87,
Medium Orchid,#BA55D3,288,0.6,0.83,
Medium Persian Blue,#0067A5,203,1,0.65,
Medium Purple,#9370DB,260,0.49,0.86,
Medium Red-Violet,#BB3385,324,0.73,0.73,
Medium Ruby,#AA4069,337,0.62,0.67,
Medium Sea Green,#3CB371,147,0.66,0.7,
Medium Sky Blue,#80DAEB,190,0.46,0.92,
Medium Slate Blue,#7B68EE,249,0.56,0.93,
Medium Spring Bud,#C9DC87,73,0.39,0.86,
Medium Spring Green,#00FA9A,157,1,0.98,
Medium Taupe,#674C47,9,0.31,0.4,
Medium Turquoise,#48D1CC,178,0.66,0.82,
Medium Tuscan Red,#79443B,9,0.51,0.47,
Medium Vermilion,#D9603B,14,0.73,0.85,
Medium Violet-Red,#C71585,322,0.89,0.78,
Mellow Apricot,#F8B878,30,0.52,0.97,
Mellow Yellow,#F8DE7E,47,0.49,0.97,
Melon,#FDBCB4,7,0.29,0.99,
Metallic Seaweed,#0A7E8C,186,0.93,0.55,
Metallic Sunburst,#9C7C38,41,0.64,0.61,
Mexican Pink,#E4007C,327,1,0.89,
Midnight Blue,#191970,240,0.78,0.44,
Midnight Green (Eagle Green),#004953,187,1,0.33,
Mikado Yellow,#FFC40C,45,0.95,1,
Mindaro,#E3F988,72,0.45,0.98,
Ming,#36747D,188,0.56,0.49,
Mint,#3EB489,158,0.66,0.71,
Mint Cream,#F5FFFA,150,0.04,1,
Mint Green,#98FF98,120,0.4,1,
Misty Rose,#FFE4E1,6,0.12,1,
Moccasin,#FAEBD7,34,0.14,0.98,
Mode Beige,#967117,43,0.85,0.59,
Moonstone Blue,#73A9C2,199,0.41,0.76,
Mordant Red 19,#AE0C00,4,1,0.68,
Moss Green,#8A9A5B,75,0.41,0.6,
Mountain Meadow,#30BA8F,161,0.74,0.73,
Mountbatten Pink,#997A8D,323,0.2,0.6,
MSU Green,#18453B,167,0.65,0.27,
Mughal Green,#306030,120,0.5,0.38,
Mulberry,#C54B8C,328,0.62,0.77,
Mustard,#FFDB58,47,0.65,1,
Myrtle Green,#317873,176,0.59,0.47,
Nadeshiko Pink,#F6ADC6,339,0.3,0.96,
Napier Green,#2A8000,100,1,0.5,
Naples Yellow,#FADA5E,48,0.62,0.98,
Navajo White,#FFDEAD,36,0.32,1,
Navy,#000080,240,1,0.5,
Navy Purple,#9457EB,265,0.63,0.92,
Neon Carrot,#FFA343,31,0.74,1,
Neon Fuchsia,#FE4164,349,0.74,1,
Neon Green,#39FF14,111,0.92,1,
New Car,#214FC6,223,0.83,0.78,
New York Pink,#D7837F,3,0.41,0.84,
Non-Photo Blue,#A4DDED,193,0.31,0.93,
North Texas Green,#059033,140,0.97,0.56,
Nyanza,#E9FFDB,97,0.14,1,
Ocean Boat Blue,#0077BE,202,1,0.75,
Ochre,#CC7722,30,0.83,0.8,
Office Green,#008000,120,1,0.5,
Old Burgundy,#43302E,6,0.31,0.26,
Old Gold,#CFB53B,49,0.71,0.81,
Old Heliotrope,#563C5C,289,0.35,0.36,
Old Lace,#FDF5E6,39,0.09,0.99,
Old Lavender,#796878,304,0.14,0.47,
Old Mauve,#673147,336,0.52,0.4,
Old Moss Green,#867E36,54,0.6,0.53,
Old Rose,#C08081,359,0.33,0.75,
Old Silver,#848482,60,0.02,0.52,
Olive,#808000,60,1,0.5,
Olive Drab (#3),#6B8E23,80,0.75,0.56,
Olive Drab #7,#3C341F,43,0.48,0.24,
Olivine,#9AB973,87,0.38,0.73,
Onyx,#353839,195,0.07,0.22,
Opera Mauve,#B784A7,319,0.28,0.72,
Orange (Color Wheel),#FF7F00,30,1,1,
Orange (Crayola),#FF7538,18,0.78,1,
Orange (Pantone),#FF5800,21,1,1,
Orange (RYB),#FB9902,36,0.99,0.98,
Orange (Web),#FFA500,39,1,1,
Orange Peel,#FF9F00,37,1,1,
Orange-Red,#FF4500,16,1,1,
Orange-Yellow,#F8D568,45,0.58,0.97,
Orchid,#DA70D6,302,0.49,0.85,
Orchid Pink,#F2BDCD,342,0.22,0.95,
Orioles Orange,#FB4F14,15,0.92,0.98,
Otter Brown,#654321,30,0.67,0.4,
Outer Space,#414A4C,191,0.14,0.3,
Outrageous Orange,#FF6E4A,12,0.71,1,
Oxford Blue,#002147,212,1,0.28,
OU Crimson Red,#990000,0,1,0.6,
Pacific Blue,#1CA9C9,191,0.86,0.79,
Pakistan Green,#006600,120,1,0.4,
Palatinate Blue,#273BE2,234,0.83,0.89,
Palatinate Purple,#682860,308,0.62,0.41,
Pale Aqua,#BCD4E6,206,0.18,0.9,
Pale Blue,#AFEEEE,180,0.26,0.93,
Pale Brown,#987654,30,0.45,0.6,
Pale Carmine,#AF4035,5,0.7,0.69,
Pale Cerulean,#9BC4E2,205,0.31,0.89,
Pale Chestnut,#DDADAF,358,0.22,0.87,
Pale Copper,#DA8A67,18,0.53,0.85,
Pale Cornflower Blue,#ABCDEF,210,0.28,0.94,
Pale Cyan,#87D3F8,200,0.46,0.97,
Pale Gold,#E6BE8A,34,0.4,0.9,
Pale Goldenrod,#EEE8AA,55,0.29,0.93,
Pale Green,#98FB98,120,0.39,0.98,
Pale Lavender,#DCD0FF,255,0.18,1,
Pale Magenta,#F984E5,310,0.47,0.98,
Pale Magenta-Pink,#ff99cc,330,0.4,1,
Pale Pink,#FADADD,354,0.13,0.98,
Pale Plum,#DDA0DD,300,0.28,0.87,
Pale Red-Violet,#DB7093,340,0.49,0.86,
Pale Robin Egg Blue,#96DED1,169,0.32,0.87,
Pale Silver,#C9C0BB,21,0.07,0.79,
Pale Spring Bud,#ECEBBD,59,0.2,0.93,
Pale Taupe,#BC987E,25,0.33,0.74,
Pale Turquoise,#AFEEEE,180,0.26,0.93,
Pale Violet,#CC99FF,270,0.4,1,
Pale Violet-Red,#DB7093,340,0.49,0.86,
Pansy Purple,#78184A,329,0.8,0.47,
Paolo Veronese Green,#009B7D,168,1,0.61,
Papaya Whip,#FFEFD5,37,0.16,1,
Paradise Pink,#E63E62,347,0.73,0.9,
Paris Green,#50C878,140,0.6,0.78,
Pastel Blue,#AEC6CF,196,0.16,0.81,
Pastel Brown,#836953,28,0.37,0.51,
Pastel Gray,#CFCFC4,60,0.05,0.81,
Pastel Green,#77DD77,120,0.46,0.87,
Pastel Magenta,#F49AC2,333,0.37,0.96,
Pastel Orange,#FFB347,35,0.72,1,
Pastel Pink,#DEA5A4,1,0.26,0.87,
Pastel Purple,#B39EB5,295,0.13,0.71,
Pastel Red,#FF6961,3,0.62,1,
Pastel Violet,#CB99C9,302,0.25,0.8,
Pastel Yellow,#FDFD96,60,0.41,0.99,
Patriarch,#800080,300,1,0.5,
Payne's Grey,#536878,206,0.31,0.47,
Peach,#FFE5B4,39,0.29,1,
Peach,#FFCBA4,26,0.36,1,
Peach-Orange,#FFCC99,30,0.4,1,
Peach Puff,#FFDAB9,28,0.27,1,
Peach-Yellow,#FADFAD,39,0.31,0.98,
Pear,#D1E231,66,0.78,0.89,
Pearl,#EAE0C8,42,0.15,0.92,
Pearl Aqua,#88D8C0,162,0.37,0.85,
Pearly Purple,#B768A2,316,0.43,0.72,
Peridot,#E6E200,59,1,0.9,
Periwinkle,#CCCCFF,240,0.2,1,
Persian Blue,#1C39BB,229,0.85,0.73,
Persian Green,#00A693,173,1,0.65,
Persian Indigo,#32127A,258,0.85,0.48,
Persian Orange,#D99058,26,0.59,0.85,
Persian Pink,#F77FBE,329,0.49,0.97,
Persian Plum,#701C1C,0,0.75,0.44,
Persian Red,#CC3333,0,0.75,0.8,
Persian Rose,#FE28A2,326,0.84,1,
Persimmon,#EC5800,22,1,0.93,
Peru,#CD853F,30,0.69,0.8,
Phlox,#DF00FF,292,1,1,
Phthalo Blue,#000F89,233,1,0.54,
Phthalo Green,#123524,151,0.66,0.21,
Picton Blue,#45B1E8,200,0.7,0.91,
Pictorial Carmine,#C30B4E,338,0.94,0.76,
Piggy Pink,#FDDDE6,343,0.13,0.99,
Pine Green,#01796F,175,0.99,0.47,
Pineapple,#563C5C,289,0.35,0.36,
Pink,#FFC0CB,350,0.25,1,
Pink (Pantone),#D74894,328,0.67,0.84,
Pink Flamingo,#FC74FD,300,0.54,0.99,
Pink Lace,#FFDDF4,319,0.13,1,
Pink Lavender,#D8B2D1,311,0.18,0.85,
Pink-Orange,#FF9966,20,0.6,1,
Pink Pearl,#E7ACCF,324,0.26,0.91,
Pink Raspberry,#980036,339,1,0.6,
Pink Sherbet,#F78FA7,346,0.42,0.97,
Pistachio,#93C572,96,0.42,0.77,
Platinum,#E5E4E2,40,0.01,0.9,
Plum,#8E4585,307,0.51,0.56,
Plum (Web),#DDA0DD,300,0.28,0.87,
Pomp And Power,#86608E,290,0.32,0.56,
Popstar,#BE4F62,350,0.58,0.75,
Portland Orange,#FF5A36,11,0.79,1,
Powder Blue,#B0E0E6,187,0.23,0.9,
Princeton Orange,#F58025,26,0.85,0.96,
Prune,#701C1C,0,0.75,0.44,
Prussian Blue,#003153,205,1,0.33,
Psychedelic Purple,#DF00FF,292,1,1,
Puce,#CC8899,345,0.33,0.8,
Puce Red,#722F37,353,0.59,0.45,
Pullman Brown (UPS Brown),#644117,33,0.77,0.39,
Pullman Green,#3B331C,45,0.36,0.59,
Pumpkin,#FF7518,24,0.91,1,
Purple (HTML),#800080,300,1,0.5,
Purple (Munsell),#9F00C5,288,1,0.77,
Purple (X11),#A020F0,277,0.87,0.94,
Purple Heart,#69359C,270,0.66,0.61,
Purple Mountain Majesty,#9678B6,269,0.34,0.71,
Purple Navy,#4E5180,236,0.39,0.5,
Purple Pizzazz,#FE4EDA,312,0.69,1,
Purple Taupe,#50404D,311,0.2,0.31,
Purpureus,#9A4EAE,288,0.55,0.68,
Quartz,#51484F,313,0.11,0.32,
Queen Blue,#436B95,211,0.55,0.58,
Queen Pink,#E8CCD7,336,0.12,0.91,
Quinacridone Magenta,#8E3A59,338,0.59,0.56,
Rackley,#5D8AA8,204,0.45,0.66,
Radical Red,#FF355E,348,0.79,1,
Raisin Black,#242124,300,0.08,0.14,
Rajah,#FBAB60,29,0.62,0.98,
Raspberry,#E30B5D,337,0.95,0.89,
Raspberry Glace,#915F6D,343,0.34,0.57,
Raspberry Pink,#E25098,330,0.65,0.89,
Raspberry Rose,#B3446C,338,0.62,0.7,
Raw Sienna,#D68A59,24,0.58,0.84,
Raw Umber,#826644,33,0.48,0.51,
Razzle Dazzle Rose,#FF33CC,315,0.8,1,
Razzmatazz,#E3256B,338,0.84,0.89,
Razzmic Berry,#8D4E85,308,0.45,0.55,
Rebecca Purple,#663399,270,0.67,0.6,
Red,#FF0000,0,1,1,
Red (Crayola),#EE204D,347,0.87,0.93,
Red (Munsell),#F2003C,345,1,0.95,
Red (NCS),#C40233,345,0.99,0.77,
Red (Pantone),#ED2939,355,0.83,0.93,
Red (Pigment),#ED1C24,358,0.88,0.93,
Red (RYB),#FE2712,5,0.93,1,
Red-Brown,#A52A2A,0,0.75,0.65,
Red Devil,#860111,353,0.99,0.53,
Red-Orange,#FF5349,3,0.71,1,
Red-Purple,#E40078,328,1,0.89,
Red-Violet,#C71585,322,0.89,0.78,
Redwood,#A45A52,6,0.5,0.64,
Regalia,#522D80,267,0.65,0.5,
Registration Black,#000000,�,0,0,
Resolution Blue,#002387,224,1,0.53,
Rhythm,#777696,242,0.21,0.59,
Rich Black,#004040,180,1,0.25,
Rich Black (FOGRA29),#010B13,207,0.95,0.08,
Rich Black (FOGRA39),#010203,210,0.67,0.01,
Rich Brilliant Lavender,#F1A7FE,291,0.34,1,
Rich Carmine,#D70040,342,1,0.84,
Rich Electric Blue,#0892D0,199,0.96,0.82,
Rich Lavender,#A76BCF,276,0.48,0.81,
Rich Lilac,#B666D2,284,0.51,0.82,
Rich Maroon,#B03060,338,0.73,0.69,
Rifle Green,#444C38,84,0.26,0.3,
Roast Coffee,#704241,1,0.42,0.44,
Robin Egg Blue,#00CCCC,180,1,0.8,
Rocket Metallic,#8A7F80,355,0.08,0.54,
Roman Silver,#838996,221,0.13,0.59,
Rose,#FF007F,330,1,1,
Rose Bonbon,#F9429E,330,0.73,0.98,
Rose Ebony,#674846,4,0.32,0.4,
Rose Gold,#B76E79,351,0.4,0.72,
Rose Madder,#E32636,355,0.83,0.89,
Rose Pink,#FF66CC,320,0.6,1,
Rose Quartz,#AA98A9,303,0.11,0.67,
Rose Red,#C21E56,340,0.85,0.76,
Rose Taupe,#905D5D,0,0.35,0.56,
Rose Vale,#AB4E52,357,0.54,0.67,
Rosewood,#65000B,353,1,0.4,
Rosso Corsa,#D40000,0,1,0.83,
Rosy Brown,#BC8F8F,0,0.24,0.74,
Royal Azure,#0038A8,220,1,0.66,
Royal Blue,#002366,219,1,0.4,
Royal Blue,#4169E1,225,0.71,0.88,
Royal Fuchsia,#CA2C92,321,0.78,0.79,
Royal Purple,#7851A9,267,0.52,0.66,
Royal Yellow,#FADA5E,48,0.62,0.98,
Ruber,#CE4676,339,0.66,0.81,
Rubine Red,#D10056,335,1,0.82,
Ruby,#E0115F,337,0.92,0.88,
Ruby Red,#9B111E,354,0.89,0.61,
Ruddy,#FF0028,351,1,1,
Ruddy Brown,#BB6528,25,0.79,0.73,
Ruddy Pink,#E18E96,354,0.37,0.88,
Rufous,#A81C07,8,0.96,0.66,
Russet,#80461B,26,0.79,0.5,
Russian Green,#679267,120,0.29,0.57,
Russian Violet,#32174D,270,0.7,0.3,
Rust,#B7410E,18,0.92,0.72,
Rusty Red,#DA2C43,352,0.8,0.85,
Sacramento State Green,#00563F,164,1,0.34,
Saddle Brown,#8B4513,25,0.86,0.55,
Safety Orange,#FF7800,28,1,1,
Safety Orange (Blaze Orange),#FF6700,24,1,1,
Safety Yellow,#EED202,53,0.99,0.93,
Saffron,#F4C430,45,0.8,0.96,
Sage,#BCB88A,55,0.27,0.74,
St. Patrick's Blue,#23297A,236,0.71,0.48,
Salmon,#FA8072,6,0.54,0.98,
Salmon Pink,#FF91A4,350,0.43,1,
Sand,#C2B280,45,0.34,0.76,
Sand Dune,#967117,43,0.85,0.59,
Sandstorm,#ECD540,52,0.73,0.93,
Sandy Brown,#F4A460,28,0.61,0.96,
Sandy Taupe,#967117,43,0.85,0.59,
Sangria,#92000A,356,1,0.57,
Sap Green,#507D2A,93,0.66,0.49,
Sapphire,#0F52BA,216,0.92,0.73,
Sapphire Blue,#0067A5,203,1,0.65,
Satin Sheen Gold,#CBA135,43,0.74,0.8,
Scarlet,#FF2400,8,1,1,
Scarlet,#FD0E35,350,0.94,0.99,
Schauss Pink,#FF91AF,344,0.43,1,
School Bus Yellow,#FFD800,51,1,1,
Screamin' Green,#76FF7A,122,0.54,1,
Sea Blue,#006994,197,1,0.58,
Sea Green,#2E8B57,146,0.67,0.55,
Seal Brown,#59260B,0,0.6,0.2,
Seashell,#FFF5EE,25,0.07,1,
Selective Yellow,#FFBA00,44,1,1,
Sepia,#704214,30,0.82,0.44,
Shadow,#8A795D,37,0.33,0.54,
Shadow Blue,#778BA5,214,0.28,0.65,
Shampoo,#FFCFF1,318,0.19,1,
Shamrock Green,#009E60,156,1,0.62,
Sheen Green,#8FD400,80,1,0.83,
Shimmering Blush,#D98695,349,0.38,0.85,
Shocking Pink,#FC0FC0,315,0.94,0.99,
Shocking Pink (Crayola),#FF6FFF,300,0.56,1,
Sienna,#882D17,12,0.83,0.53,
Silver,#C0C0C0,�,0,0.75,
Silver Chalice,#ACACAC,�,0,0.67,
Silver Lake Blue,#5D89BA,212,0.5,0.73,
Silver Pink,#C4AEAD,3,0.12,0.77,
Silver Sand,#BFC1C2,200,0.02,0.76,
Sinopia,#CB410B,17,0.95,0.8,
Skobeloff,#007474,180,1,0.45,
Sky Blue,#87CEEB,197,0.43,0.92,
Sky Magenta,#CF71AF,320,0.45,0.81,
Slate Blue,#6A5ACD,248,0.56,0.8,
Slate Gray,#708090,210,0.22,0.56,
Smalt (Dark Powder Blue),#003399,220,1,0.6,
Smitten,#C84186,329,0.68,0.78,
Smoke,#738276,132,0.12,0.51,
Smoky Black,#100C08,30,0.5,0.06,
Smoky Topaz,#933D41,357,0.59,0.58,
Snow,#FFFAFA,0,0.02,1,
Soap,#CEC8EF,249,0.16,0.94,
Solid Pink,#893843,352,0.59,0.54,
Sonic Silver,#757575,�,0,0.46,
Spartan Crimson,#9E1316,359,0.88,0.62,
Space Cadet,#1D2951,226,0.64,0.32,
Spanish Bistre,#807532,52,0.61,0.5,
Spanish Blue,#0070B8,203,1,0.72,
Spanish Carmine,#D10047,340,1,0.82,
Spanish Crimson,#E51A4C,345,0.89,0.9,
Spanish Gray,#989898,�,0,0.6,
Spanish Green,#009150,153,1,0.57,
Spanish Orange,#E86100,25,1,0.91,
Spanish Pink,#F7BFBE,1,0.23,0.97,
Spanish Red,#E60026,350,1,0.9,
Spanish Sky Blue,#00FFFF,180,1,1,
Spanish Violet,#4C2882,264,0.69,0.51,
Spanish Viridian,#007F5C,163,1,0.5,
Spicy Mix,#8B5f4D,17,0.45,0.55,
Spiro Disco Ball,#0FC0FC,195,0.94,0.99,
Spring Bud,#A7FC00,80,1,0.99,
Spring Green,#00FF7F,150,1,1,
Star Command Blue,#007BB8,200,1,0.72,
Steel Blue,#4682B4,207,0.61,0.71,
Steel Pink,#CC33CC,300,0.75,0.8,
Stil De Grain Yellow,#FADA5E,48,0.62,0.98,
Stizza,#990000,0,1,0.6,
Stormcloud,#4F666A,189,0.25,0.42,
Straw,#E4D96F,54,0.51,0.89,
Strawberry,#FC5A8D,341,0.64,0.99,
Sunglow,#FFCC33,45,0.8,1,
Sunray,#E3AB57,36,0.62,0.89,
Sunset,#FAD6A5,35,0.34,0.98,
Sunset Orange,#FD5E53,4,0.67,0.99,
Super Pink,#CF6BA9,323,0.48,0.81,
Tan,#D2B48C,34,0.33,0.82,
Tangelo,#F94D00,19,1,0.98,
Tangerine,#F28500,33,1,0.95,
Tangerine Yellow,#FFCC00,48,1,1,
Tango Pink,#E4717A,355,0.5,0.89,
Taupe,#483C32,27,0.31,0.28,
Taupe Gray,#8B8589,320,0.04,0.55,
Tea Green,#D0F0C0,100,0.2,0.94,
Tea Rose,#F88379,5,0.51,0.97,
Tea Rose,#F4C2C2,0,0.2,0.96,
Teal,#008080,180,1,0.5,
Teal Blue,#367588,194,0.6,0.53,
Teal Deer,#99E6B3,140,0.33,0.9,
Teal Green,#00827F,179,1,0.51,
Telemagenta,#CF3476,334,0.75,0.81,
Tenn_,#CD5700,25,1,0.8,
Terra Cotta,#E2725B,10,0.6,0.89,
Thistle,#D8BFD8,300,0.12,0.85,
Thulian Pink,#DE6FA1,333,0.5,0.87,
Tickle Me Pink,#FC89AC,342,0.46,0.99,
Tiffany Blue,#0ABAB5,178,0.95,0.73,
Tiger's Eye,#E08D3C,30,0.73,0.88,
Timberwolf,#DBD7D2,33,0.04,0.86,
Titanium Yellow,#EEE600,58,1,0.93,
Tomato,#FF6347,9,0.72,1,
Toolbox,#746CC0,246,0.44,0.75,
Topaz,#FFC87C,35,0.51,1,
Tractor Red,#FD0E35,350,0.94,0.99,
Trolley Grey,#808080,�,0,0.5,
Tropical Rain Forest,#00755E,168,1,0.46,
Tropical Violet,#CDA4DE,282,0.26,0.87,
True Blue,#0073CF,207,1,0.81,
Tufts Blue,#417DC1,212,0.66,0.76,
Tulip,#FF878D,357,0.47,1,
Tumbleweed,#DEAA88,24,0.39,0.87,
Turkish Rose,#B57281,347,0.37,0.71,
Turquoise,#40E0D0,174,0.71,0.88,
Turquoise Blue,#00FFEF,176,1,1,
Turquoise Green,#A0D6B4,142,0.25,0.84,
Tuscan,#FAD6A5,35,0.34,0.98,
Tuscan Brown,#6F4E37,25,0.5,0.44,
Tuscan Red,#7C4848,0,0.42,0.49,
Tuscan Tan,#A67B5B,26,0.45,0.65,
Tuscany,#C09999,0,0.2,0.75,
Twilight Lavender,#8A496B,329,0.47,0.54,
Tyrian Purple,#66023C,325,0.98,0.4,
UA Blue,#0033AA,222,1,0.67,
UA Red,#D9004C,339,1,0.85,
Ube,#8878C3,253,0.38,0.76,
UCLA Blue,#536895,221,0.44,0.58,
UCLA Gold,#FFB300,42,1,1,
UFO Green,#3CD070,141,0.71,0.82,
Ultramarine,#3F00FF,244,0.93,0.56,
Ultramarine Blue,#4166F5,228,0.73,0.96,
Ultra Pink,#FF6FFF,300,0.56,1,
Ultra Red,#FC6C85,350,0.57,0.99,
Umber,#635147,21,0.28,0.39,
Unbleached Silk,#FFDDCA,22,0.21,1,
United Nations Blue,#5B92E5,216,0.6,0.9,
University Of California Gold,#B78727,40,0.79,0.72,
Unmellow Yellow,#FFFF66,60,0.6,1,
UP Forest Green,#014421,149,0.99,0.27,
UP Maroon,#7B1113,359,0.86,0.48,
Upsdell Red,#AE2029,356,0.82,0.68,
Urobilin,#E1AD21,44,0.85,0.88,
USAFA Blue,#004F98,209,1,0.6,
USC Cardinal,#990000,0,1,0.6,
USC Gold,#FFCC00,48,1,1,
University Of Tennessee Orange,#F77F00,31,1,0.97,
Utah Crimson,#D3003F,342,1,0.83,
Vanilla,#F3E5AB,48,0.3,0.95,
Vanilla Ice,#F38FA9,344,0.41,0.95,
Vegas Gold,#C5B358,50,0.55,0.77,
Venetian Red,#C80815,356,0.96,0.78,
Verdigris,#43B3AE,177,0.63,0.7,
Vermilion,#E34234,5,0.77,0.89,
Vermilion,#D9381E,8,0.86,0.85,
Veronica,#A020F0,277,0.87,0.94,
Very Light Azure,#74BBFB,208,0.54,0.98,
Very Light Blue,#6666FF,240,0.6,1,
Very Light Malachite Green,#64E986,135,0.57,0.91,
Very Light Tangelo,#FFB077,25,0.53,1,
Very Pale Orange,#FFDFBF,30,0.25,1,
Very Pale Yellow,#FFFFBF,60,0.25,1,
Violet,#8F00FF,274,1,1,
Violet (Color Wheel),#7F00FF,270,1,1,
Violet (RYB),#8601AF,286,0.99,0.69,
Violet (Web),#EE82EE,300,0.45,0.93,
Violet-Blue,#324AB2,229,0.72,0.7,
Violet-Red,#F75394,336,0.66,0.97,
Viridian,#40826D,161,0.51,0.51,
Viridian Green,#009698,181,1,0.6,
Vista Blue,#7C9ED9,218,0.43,0.85,
Vivid Amber,#cc9900,45,1,0.8,
Vivid Auburn,#922724,2,0.75,0.57,
Vivid Burgundy,#9F1D35,349,0.82,0.62,
Vivid Cerise,#DA1D81,328,0.87,0.85,
Vivid Cerulean,#00aaee,197,1,0.93,
Vivid Crimson,#CC0033,345,1,0.8,
Vivid Gamboge,#FF9900,36,1,1,
Vivid Lime Green,#a6d608,74,0.96,0.84,
Vivid Malachite,#00cc33,135,1,0.8,
Vivid Mulberry,#B80CE3,288,0.95,0.89,
Vivid Orange,#FF5F00,22,1,1,
Vivid Orange Peel,#FFA000,18,1,1,
Vivid Orchid,#CC00FF,288,1,1,
Vivid Raspberry,#FF006C,335,1,1,
Vivid Red,#F70D1A,357,0.95,0.97,
Vivid Red-Tangelo,#DF6124,20,0.84,0.87,
Vivid Sky Blue,#00CCFF,192,1,1,
Vivid Tangelo,#F07427,23,0.84,0.94,
Vivid Tangerine,#FFA089,12,0.46,1,
Vivid Vermilion,#e56024,19,0.84,0.9,
Vivid Violet,#9F00FF,277,1,1,
Vivid Yellow,#FFE302,53,0.99,1,
Volt,#CEFF00,72,1,1,
Warm Black,#004242,180,1,0.25,
Waterspout,#A4F4F9,184,0.34,0.98,
Wenge,#645452,7,0.18,0.39,
Wheat,#F5DEB3,39,0.27,0.96,
White,#FFFFFF,�,0,1,
White Smoke,#F5F5F5,�,0,0.96,
Wild Blue Yonder,#A2ADD0,226,0.22,0.82,
Wild Orchid,#D470A2,330,0.47,0.83,
Wild Strawberry,#FF43A4,329,0.74,1,
Wild Watermelon,#FC6C85,350,0.57,0.99,
Willpower Orange,#FD5800,21,1,0.99,
Windsor Tan,#A75502,30,0.99,0.65,
Wine,#722F37,353,0.59,0.45,
Wine Dregs,#673147,336,0.52,0.4,
Wisteria,#C9A0DC,281,0.27,0.86,
Wood Brown,#C19A6B,33,0.45,0.76,
Xanadu,#738678,136,0.14,0.53,
Yale Blue,#0F4D92,212,0.9,0.57,
